Tempo Grid Search Linear,Tempo Grid Search RBF,Tempo treino Linear,Tempo treino RBF,Score Train Linear,Score Train RBF,Parametros Linear,Parametros RBS,Qtd vetores Linear,Qtd vetores RBS
4394.492720127106,11105.868771791458,17.88376522064209,40.98991274833679,0.9539610544623675,0.9644647546294718,"{'C': 2048.0, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 8.0, 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}","{'C': 32.0, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 8.0, 'kernel': 'rbf', 'max_iter': -1, 'probability': True, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",1525,1987
