performance;tempo
0.657282679125601;0.24234461784362793
0.7873171230774477;0.20169305801391602
0.8646455001193603;0.2753269672393799
0.8732735395423388;0.20541906356811523
0.8905978242335368;0.1829056739807129
0.8935477270402074;0.25214576721191406
0.8907001330013982;0.17518281936645508
0.8853630256112949;0.3068535327911377
0.8879036933465198;0.18599438667297363
0.8905296183882959;0.3620491027832031
0.8915186031442894;0.330852746963501
0.9025167956893906;0.3557546138763428
0.9080585206152167;0.29222726821899414
0.9124407461719469;0.27320098876953125
0.9203185212972752;0.30265355110168457
0.9207618592913412;0.36739373207092285
0.9210687855949254;0.34670066833496094
0.9237117620980118;0.44983696937561035
0.9272755175118508;0.3656907081604004
0.9278552671963988;0.29468345642089844
0.9267980765951642;0.30485010147094727
0.9260648637588241;0.40685176849365234
0.9253487023837943;0.39350295066833496
0.9245472837022133;0.5256776809692383
0.9246495924700747;0.5240895748138428
0.9242233059373188;0.3588130474090576
0.9234048357944276;0.48785948753356934
0.9220407188896088;0.35632967948913574
0.9215803294342325;0.3922097682952881
0.9208300651365822;0.3393971920013428
0.9198069774579681;0.38623714447021484
0.9210517341336153;0.5872721672058105
0.9217337925860246;0.4393148422241211
0.923149063874774;0.3305678367614746
0.9249053643897281;0.4739360809326172
0.9250588275415204;0.5776495933532715
0.9253145994611738;0.4815988540649414
0.9264229444463391;0.4983956813812256
0.9278211642737783;0.5401098728179932
0.9278552671963988;0.5019302368164062
