performance;tempo
0.657282679125601;0.15374994278
0.7873171230774477;0.159498929977
0.8646455001193603;0.164339065552
0.8732735395423388;0.169197797775
0.8905978242335368;0.185847997665
0.8935477270402074;0.187671899796
0.8907001330013982;0.199148893356
0.8853630256112949;0.205816030502
0.8879036933465198;0.216336965561
0.8905296183882959;0.221446037292
0.8915186031442894;0.2370429039
0.9025167956893906;0.24310708046
0.9080585206152167;0.252474069595
0.9124407461719469;0.263376951218
0.9203185212972752;0.269969940186
0.9207618592913412;0.28245806694
0.9210687855949254;0.288959026337
0.9237117620980118;0.301386117935
0.9272755175118508;0.307507991791
0.9278552671963988;0.321578025818
0.9267980765951642;0.329100847244
0.9260648637588241;0.334657907486
0.9253487023837943;0.343479156494
0.9245472837022133;0.35396695137
0.9246495924700747;0.364387989044
0.9242233059373188;0.37887597084
0.9234048357944276;0.384568929672
0.9220407188896088;0.393805027008
0.9215803294342325;0.398483991623
0.9208300651365822;0.423235177994
0.9198069774579681;0.423156023026
0.9210517341336153;0.44042301178
0.9217337925860246;0.440972089767
0.923149063874774;0.4590280056
0.9249053643897281;0.459732055664
0.9250588275415204;0.481579065323
0.9253145994611738;0.487750053406
0.9264229444463391;0.503711223602
0.9278211642737783;0.497895956039
0.9278552671963988;0.517982006073
