performance;tempo
0.7449612931828258;22.076252698898315
0.7917675544794189;34.24201941490173
0.8383180438563584;29.637794256210327
0.8668451386283804;36.29482364654541
0.8801623299116734;42.966413259506226
0.89010333185554;47.74308800697327
0.89010333185554;55.757962465286255
0.8938376018824813;61.73234748840332
0.8951335129420591;66.93612957000732
0.897742386522525;78.00804257392883
0.907274153394946;76.2979965209961
0.920454932987757;81.47308230400085
0.9238652252498039;86.10619330406189
0.9269174368243358;93.05226707458496
0.9296456706339733;94.51671433448792
0.9308733758483102;100.40268850326538
0.9319646693721652;106.29219675064087
0.9345564914913208;110.239675283432
0.9357500937830372;115.07344627380371
0.9382225556730212;121.56845927238464
0.9383419159021928;125.81555676460266
0.9380861439825393;132.05709099769592
0.9377621662176449;134.95809888839722
0.9386658936670873;140.47165250778198
0.9386829451283975;142.84504103660583
0.9386829451283975;147.03401136398315
0.938427173208744;152.9635627269745
0.9381714012890905;155.65913462638855
0.937915629369437;163.77654552459717
0.9374211369914401;165.03520441055298
0.9373188282235788;158.24669480323792
0.9381202469051598;157.900625705719
0.9375575486819221;164.87521648406982
0.9373699826075095;163.6912293434143
0.9365515124646182;168.13697981834412
0.9368754902295127;168.17056226730347
0.9372506223783378;173.36243653297424
0.9377621662176449;177.64724564552307
0.9380861439825393;177.55573892593384
0.9399959076492855;180.74135041236877
