performance;tempo
0.7903693346519797;0.636662960052
0.811649558367152;0.949914932251
0.8827882549534495;1.3439180851
0.9011015244006412;1.75422501564
0.9036933465197967;2.17071819305
0.9230979094908434;2.56105995178
0.9222794393479521;2.97455787659
0.9215803294342325;3.37991380692
0.9243938205504212;3.79396390915
0.9275653923541247;4.21755218506
0.9344712341847696;4.71236801147
0.9314872284554786;5.39604091644
0.9265423046755107;6.25975799561
0.9365515124646182;6.99974703789
0.9277870613511578;7.79061198235
0.9109402175766463;8.5012691021
0.9436278689083655;9.18152403831
0.9440882583637418;9.84302997589
0.9513862838045221;10.5797507763
0.9442246700542236;12.8836340904
0.9425706783071309;12.5579621792
0.947157521399584;13.0755929947
0.9513180779592811;13.5947709084
0.9412747672475531;14.1053309441
0.9509770487330764;15.2958259583
0.9480612488490263;15.5182070732
0.9463390512566927;16.6453950405
0.9430992736077481;17.1083750725
0.9467482863281383;17.9218370914
0.9536711796200934;18.441172123
0.948470483920472;21.1774878502
0.9492377996794326;23.8181388378
0.9501585785901852;22.6579561234
0.9513862838045221;23.458409071
0.9508065341199741;24.3332130909
0.950431401971149;24.7645990849
0.9534495106230604;25.6776390076
0.9468846980186202;26.8575007915
0.9352897043276609;28.2654438019
0.9536541281587833;27.8762180805
